label,case,source,config,mechanism,tool,shape,n_neg_init,n_neg_final,neg_vol_init,neg_vol_final,n_clusters_init,n_clusters_final,min_jdet_init,min_jdet_final,l2_err,time_s,frac_nonpos_jdet_init,frac_nonpos_jdet_final,sdlogj_init,sdlogj_final,moved_frac,l1_move,l2_move,max_move,mean_move_moved,feasible,simplex_n_neg_init,simplex_n_below_init,simplex_min_init,bilinear_n_neg_init,bilinear_n_below_init,bilinear_min_init,finite_n_neg_init,finite_n_below_init,finite_min_init,jdet_n_neg_init,jdet_n_below_init,jdet_min_init,simplex_n_neg_final,simplex_n_below_final,simplex_min_final,bilinear_n_neg_final,bilinear_n_below_final,bilinear_min_final,finite_n_neg_final,finite_n_below_final,finite_min_final,jdet_n_neg_final,jdet_n_below_final,jdet_min_final,ift_min_radius_init,ift_frac_subpixel_init,ift_min_radius_final,ift_frac_subpixel_final,certified,damage,n_windows,giant_regions,mop_cleared,rounds,sqp_iters,corr_n,corr_resid_med_init,corr_resid_mad_init,corr_resid_med_final,corr_resid_mad_final,corr_n_outliers,corr_n_large,corr_n_high_resid,corr_n_incoherent,error,timing_mode,hit_cap,out_path,sha256
01b_10x10_opposite__slp,01b_10x10_opposite,synthetic,slp,,Laplacian (dvfopt.laplacian),3x1x10x10,6,0,2.9632178378411744,0.0,1,0,-1.1739584632523976,0.01999999749715698,1.8934608028980435,0.2148767000180669,0.06,0.0,1.6630427189771333,0.998413082496828,0.07,3.5361991759206095,1.8934608028980435,1.5161820553141807,0.5051713108458014,True,8,8,-0.5869792316261988,8,8,-0.5869792316261988,5,5,-1.1739584632523976,6,6,-1.1739584632523976,0,0,0.009999997751854672,0,0,0.009999997751854561,0,0,0.019999995503709345,0,0,0.01999999749715698,0.0033296641588893517,0.32,0.007555156610250322,0.31,True,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01b_10x10_opposite__slp.npz,91688f82b15893afd976e32c049691489a85429cf02fd398972ded33e3c18976
01b_10x10_opposite__barrier,01b_10x10_opposite,synthetic,barrier,,Laplacian (dvfopt.laplacian),3x1x10x10,6,0,2.9632178378411744,0.0,1,0,-1.1739584632523976,0.021966989731244384,1.6594964083476975,0.11209419998340309,0.06,0.0,1.6630427189771333,0.981346789820218,0.14,4.044512920633496,1.6594964083476975,1.0617672431357805,0.2888937800452497,True,8,8,-0.5869792316261988,8,8,-0.5869792316261988,5,5,-1.1739584632523976,6,6,-1.1739584632523976,0,0,0.01099999215809809,0,0,0.010932372989875865,0,0,0.02199998495479902,0,0,0.021966989731244384,0.0033296641588893517,0.32,0.004761830657788504,0.32,True,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01b_10x10_opposite__barrier.npz,f049c628cdb388620dfbe81d21efeda3093ad51f71d2f2a3f321b390b98a7867
01b_10x10_opposite__m14,01b_10x10_opposite,synthetic,m14,,Laplacian (dvfopt.laplacian),3x1x10x10,6,0,2.9632178378411744,0.0,1,0,-1.1739584632523976,0.021963983347441346,1.6594945261227314,0.21408060000976548,0.06,0.0,1.6630427189771333,0.9812367077166261,0.14,4.046525801822788,1.6594945261227314,1.0617042203261025,0.28903755727305624,True,8,8,-0.5869792316261988,8,8,-0.5869792316261988,5,5,-1.1739584632523976,6,6,-1.1739584632523976,0,0,0.010999992172057549,0,0,0.010927152948449252,0,0,0.021999986170486076,0,0,0.021963983347441346,0.0033296641588893517,0.32,0.004760039254789905,0.32,True,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01b_10x10_opposite__m14.npz,b04ccbd0fa75671bc62db7fac913a5787873ab3631230600a06452535da4397e
01b_10x10_opposite__slsqp_windowed,01b_10x10_opposite,synthetic,slsqp_windowed,,Laplacian (dvfopt.laplacian),3x1x10x10,6,3,2.9632178378411744,2.070712666786545e-08,1,2,-1.1739584632523976,0.009999989589037347,1.4821824812222395,0.011895100004039705,0.06,0.0,1.6630427189771333,1.1217372028305135,0.14,5.389725692921129,1.4821824812222395,0.872209844795877,0.3849804066372235,True,8,8,-0.5869792316261988,8,8,-0.5869792316261988,5,5,-1.1739584632523976,6,6,-1.1739584632523976,5,7,-0.21200334287627343,5,7,-0.21200334287627343,3,4,-0.2738600192186262,0,0,0.009999989589037347,0.0033296641588893517,0.32,0.0016149509904418854,0.32,False,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01b_10x10_opposite__slsqp_windowed.npz,b5510c3ff99cec501b90933345a6c9c033ee68bc2675f57081349e72a8c030ff
01c_20x40_edges__isqp_none,01c_20x40_edges,synthetic,isqp_none,,Laplacian (dvfopt.laplacian),3x1x20x40,34,0,11.876745633190536,0.0,13,0,-1.3884107764292106,0.03657803920847803,6.536915243501393,0.5660444999812171,0.04,0.0,1.438709130455193,0.674883752370591,0.85875,65.14023085435547,6.536915243501393,2.3585253544313085,0.09481838552307928,True,49,53,-1.543735917080928,61,67,-1.5987517771268367,34,37,-1.9605659284363783,32,34,-1.3884107764292106,0,0,0.010999999999999802,0,0,0.010999999999999802,0,0,0.022149047266147404,0,0,0.03657803920847803,4.467046414756625e-06,0.59375,0.012400172173515507,0.62,True,0,4,0,0,1,21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01c_20x40_edges__isqp_none.npz,1caa65d724a2c2daae3181b86d05ac8d3eb32e29d91edf32351a1df758d68b7e
01c_20x40_edges__isqp_l2,01c_20x40_edges,synthetic,isqp_l2,,Laplacian (dvfopt.laplacian),3x1x20x40,34,0,11.876745633190536,0.0,13,0,-1.3884107764292106,0.02199973524777942,6.001323456340265,1.4825432999641635,0.04,0.0,1.438709130455193,0.7188412896950905,0.80625,53.015711300413145,6.001323456340265,2.2439914476010365,0.08219490124095061,True,49,53,-1.543735917080928,61,67,-1.5987517771268367,34,37,-1.9605659284363783,32,34,-1.3884107764292106,0,0,0.010940953708736666,0,0,0.010940953708736666,0,0,0.021911423581651428,0,0,0.02199973524777942,4.467046414756625e-06,0.59375,0.0056426198927180225,0.62,True,0,4,0,0,1,42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01c_20x40_edges__isqp_l2.npz,d2c748671881a08de141131b7660c41fab0d06f265c2dcdfe04d38c2d8ae1627
01c_20x40_edges__auto,01c_20x40_edges,synthetic,auto,,Laplacian (dvfopt.laplacian),3x1x20x40,34,0,11.876745633190536,0.0,13,0,-1.3884107764292106,0.04159579066154302,6.475440565299642,0.8265244999784045,0.04,0.0,1.438709130455193,0.6725494714577133,0.85875,63.640117637653034,6.475440565299642,2.3558129829202383,0.09263481461084867,True,49,53,-1.543735917080928,61,67,-1.5987517771268367,34,37,-1.9605659284363783,32,34,-1.3884107764292106,0,0,0.010980318199313888,0,0,0.010937860614279926,0,0,0.02197695716195701,0,0,0.04159579066154302,4.467046414756625e-06,0.59375,0.013089200521277478,0.62,True,0,4,0,0,1,26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01c_20x40_edges__auto.npz,d1324555d6c676d05d979858885877a47dc6cbe501eca0260f87c297f6134a75
01c_20x40_edges__slp,01c_20x40_edges,synthetic,slp,,Laplacian (dvfopt.laplacian),3x1x20x40,34,1,11.876745633190536,0.12400289123866891,13,1,-1.3884107764292106,-0.11400289123866891,6.604634700999918,1.6235942000057548,0.04,0.00125,1.438709130455193,0.7387915535925127,0.07375,34.417389998557496,6.604634700999918,3.341561144844255,0.5833455931958897,True,49,53,-1.543735917080928,61,67,-1.5987517771268367,34,37,-1.9605659284363783,32,34,-1.3884107764292106,0,0,0.009994546198841452,20,32,-0.2810318021325963,0,0,0.0199982848836186,1,1,-0.11400289123866891,4.467046414756625e-06,0.59375,0.005157899437391798,0.58875,False,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01c_20x40_edges__slp.npz,4f28f248ba101e4d03feaec10b98e838f2b8fd549171f1a70e3dc4c9f5562e03
01c_20x40_edges__barrier,01c_20x40_edges,synthetic,barrier,,Laplacian (dvfopt.laplacian),3x1x20x40,34,3,11.876745633190536,0.3448717369377436,13,3,-1.3884107764292106,-0.21038513692764785,7.5857699370704,0.9995975000201724,0.04,0.0025,1.438709130455193,0.7568844791842022,0.21125,75.02277084684675,7.5857699370704,2.3429081428122855,0.4439217209872589,True,49,53,-1.543735917080928,61,67,-1.5987517771268367,34,37,-1.9605659284363783,32,34,-1.3884107764292106,0,0,0.01099849709660955,26,34,-1.7903380816773007,0,0,0.022011113938194656,2,3,-0.21038513692764785,4.467046414756625e-06,0.59375,0.000899238118979789,0.62125,False,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01c_20x40_edges__barrier.npz,ae36ef1d91ac5c82a49bd51d784e87db6702b7764b5ec67f198681e6d0a73d95
01c_20x40_edges__m14,01c_20x40_edges,synthetic,m14,,Laplacian (dvfopt.laplacian),3x1x20x40,34,2,11.876745633190536,0.5546431398659033,13,2,-1.3884107764292106,-0.5292202411488443,6.711639862952782,0.8923001000075601,0.04,0.0025,1.438709130455193,0.7236200158539292,0.8325,64.41673761571506,6.711639862952782,2.818136719005009,0.09672182825182442,True,49,53,-1.543735917080928,61,67,-1.5987517771268367,34,37,-1.9605659284363783,32,34,-1.3884107764292106,0,0,0.010996281206422038,27,35,-1.1567788485079629,0,0,0.02199256241283767,2,2,-0.5292202411488443,4.467046414756625e-06,0.59375,0.0012879632491219534,0.62125,False,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01c_20x40_edges__m14.npz,42b52bb102d047afc3fefb32d30cc95059441a67971ef114ab11d406d3869bd1
01c_20x40_edges__slsqp_windowed,01c_20x40_edges,synthetic,slsqp_windowed,,Laplacian (dvfopt.laplacian),3x1x20x40,34,12,11.876745633190536,5.773588300332644e-08,13,11,-1.3884107764292106,0.009999972851514306,2.9912400076379724,0.22097210003994405,0.04,0.0,1.438709130455193,1.0778678697955764,0.1325,28.80989530453627,2.9912400076379724,0.855294174496358,0.2717914651371346,True,49,53,-1.543735917080928,61,67,-1.5987517771268367,34,37,-1.9605659284363783,32,34,-1.3884107764292106,53,59,-1.406227211076997,66,71,-1.4465754324211193,31,32,-1.255410306020264,0,0,0.009999972851514306,4.467046414756625e-06,0.59375,0.0002501336260139543,0.59875,False,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01c_20x40_edges__slsqp_windowed.npz,e9c179b5043fc67bd95c417720448c0625b38cfe088e4fe254182a1afcd4c7e9
01d_20x40_crossing__isqp_none,01d_20x40_crossing,synthetic,isqp_none,,Laplacian (dvfopt.laplacian),3x1x20x40,162,0,59.58810032563502,0.0,1,0,-3.1741995145127193,0.02203890226417954,41.86161194584596,0.5007755999686196,0.19875,0.0,2.6393941282142426,1.3422841229026465,0.455,681.0516581161712,41.86161194584596,11.425658669661535,1.87102103878069,True,169,177,-2.2581097089996223,169,177,-2.2904631151859105,149,149,-4.5162194179992445,159,162,-3.1741995145127193,0,0,0.010998866766712315,0,0,0.01098420616997698,0,0,0.022017807800447434,0,0,0.02203890226417954,0.002170283132280696,0.3125,0.004818636663904166,0.435,True,0,1,0,0,1,9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01d_20x40_crossing__isqp_none.npz,005a0bcd90d9e2f53e92225b211881cdf23d533ad3525037593ac6e5ccf62aa3
01d_20x40_crossing__isqp_l2,01d_20x40_crossing,synthetic,isqp_l2,,Laplacian (dvfopt.laplacian),3x1x20x40,162,0,59.58810032563502,0.0,1,0,-3.1741995145127193,0.021984532924125492,33.68583161546215,1.1115855999523774,0.19875,0.0,2.6393941282142426,1.530503405584883,0.455,409.93461094571313,33.68583161546215,10.79930536950478,1.1261939861145964,True,169,177,-2.2581097089996223,169,177,-2.2904631151859105,149,149,-4.5162194179992445,159,162,-3.1741995145127193,0,0,0.010677884131073453,0,0,0.010677884131073453,0,0,0.021355768262149882,0,0,0.021984532924125492,0.002170283132280696,0.3125,0.006802837851530978,0.40625,True,0,1,0,0,1,17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01d_20x40_crossing__isqp_l2.npz,70d824aee1a25a47889d0af77f488014c5b43a5d4547cf83b6e3eae754169fdb
01d_20x40_crossing__auto,01d_20x40_crossing,synthetic,auto,,Laplacian (dvfopt.laplacian),3x1x20x40,162,0,59.58810032563502,0.0,1,0,-3.1741995145127193,0.021999736035418646,33.61891696546945,2.4277540000039153,0.19875,0.0,2.6393941282142426,1.5304489216081227,0.455,405.08159688104985,33.61891696546945,10.577314439826916,1.112861529892994,True,169,177,-2.2581097089996223,169,177,-2.2904631151859105,149,149,-4.5162194179992445,159,162,-3.1741995145127193,0,0,0.010886890591686856,0,0,0.010877512208046225,0,0,0.021773781183372372,0,0,0.021999736035418646,0.002170283132280696,0.3125,0.007958553078395079,0.41,True,0,1,0,0,1,39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01d_20x40_crossing__auto.npz,d6cf8edbc5ac85852f0a1c56e4a3e83d2cb71dfe3c3f50fd2415168db1713885
01d_20x40_crossing__slp,01d_20x40_crossing,synthetic,slp,,Laplacian (dvfopt.laplacian),3x1x20x40,162,2,59.58810032563502,0.06757027198753741,1,2,-3.1741995145127193,-0.03581967144852091,25.389509469468443,3.3497794999857433,0.19875,0.0025,2.6393941282142426,1.4920986291308216,0.26375,240.5151633299684,25.389509469468443,8.876705038088588,1.1398822906633574,True,169,177,-2.2581097089996223,169,177,-2.2904631151859105,149,149,-4.5162194179992445,159,162,-3.1741995145127193,0,0,0.009995265276524556,5,74,-0.14775065566269008,0,0,0.019994746092400213,2,2,-0.03581967144852091,0.002170283132280696,0.3125,0.0002798195318601158,0.38875,False,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01d_20x40_crossing__slp.npz,b392f9a2a3139b7c77a93a69c7c18a5a4cdf47de0bb0104a39196067ec8a3ba5
01d_20x40_crossing__barrier,01d_20x40_crossing,synthetic,barrier,,Laplacian (dvfopt.laplacian),3x1x20x40,162,21,59.58810032563502,4.898011634380708,1,5,-3.1741995145127193,-0.9215075225571485,20.388716843523053,0.8224674999946728,0.19875,0.01625,2.6393941282142426,1.5241781252330018,0.3125,272.13779682800424,20.388716843523053,5.0878285255303215,1.088551187312017,False,169,177,-2.2581097089996223,169,177,-2.2904631151859105,149,149,-4.5162194179992445,159,162,-3.1741995145127193,13,23,-0.006358060698022111,37,62,-3.119901428343822,9,16,-0.008274727851460606,13,21,-0.9215075225571485,0.002170283132280696,0.3125,3.74902383912923e-06,0.4075,False,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01d_20x40_crossing__barrier.npz,202fd115376287ae742e4848e213bc1cff61eda751153cc32e81ce381f5bcd59
01d_20x40_crossing__m14,01d_20x40_crossing,synthetic,m14,,Laplacian (dvfopt.laplacian),3x1x20x40,162,27,59.58810032563502,5.865845054503249,1,7,-3.1741995145127193,-1.4937026829980111,20.92894722245987,2.148215200053528,0.19875,0.02125,2.6393941282142426,1.5624304281023886,0.87125,295.45627718414744,20.92894722245987,5.319167127859577,0.42389709782517565,False,169,177,-2.2581097089996223,169,177,-2.2904631151859105,149,149,-4.5162194179992445,159,162,-3.1741995145127193,17,31,-0.005163200389753819,43,74,-4.981502069742339,10,24,-0.00531859851333541,17,27,-1.4937026829980111,0.002170283132280696,0.3125,2.957870477301065e-06,0.40625,False,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,throughput,False,data\dvfs\results\synthetic_all\synthetic\01d_20x40_crossing__m14.npz,b782ac2f43488fbd80a22597dbc41663b50356a4dfc880d2a97760bc5cb4f4df
